,0,1,2,3,4
0,0.05778877821484001,0.13926547761681468,0.145858197873299,0.12031778630937247,0.14469428006941698
1,0.14325715861682312,0.2048043373582557,0.19922481088471977,0.12421598935557324,0.20953946052704944
2,0.20316788441062275,0.26336296351821636,0.2596012543656347,0.12590454635862774,0.2690637668715673
3,0.22183934990406107,0.3397171902524735,0.3187562536631451,0.10938718670737928,0.31516754260228125
4,0.29589090590542916,0.39572460526809144,0.3541350385095215,0.10763790085589149,0.36356719909768076
5,0.3656930753186075,0.43873973228684376,0.3929242283227992,0.10807202288237691,0.3968210715307392
6,0.3990401786005219,0.4259436898694593,0.4239962765616571,0.10855471316216538,0.44718993182152184
7,0.44519628181963256,0.4601561408479035,0.46949657488066415,0.10903713187207849,0.47608070730857727
8,0.45684837092129604,0.4985780212281521,0.49319695877962605,0.10946058020815021,0.48870456872525075
9,0.48786040354318494,0.5078899601841917,0.5088039871679577,0.13253667708340006,0.4848115804843509
10,0.44376231785632203,0.494684592444037,0.5086966523276328,0.18134513460824792,0.48529488889025446
11,0.48074590071352097,0.49688667898171457,0.5088114767570779,0.2520836313818574,0.5077060304373724
12,0.4917737101644596,0.4847671380545485,0.508930274969891,0.29906480388983636,0.5085183467402925
13,0.4919163658760959,0.48010941234386645,0.5083470528800615,0.23471253588288737,0.5090149699262142
14,0.4917618843574822,0.5005297789790328,0.48170602322014466,0.19943537829703292,0.500005708191218
15,0.49298601177876256,0.5031560089503044,0.49602571278268903,0.1805308471800021,0.5123571588679968
16,0.491712089795109,0.4940536909340946,0.4753688567473061,0.21066843458908283,0.49814558264162334
17,0.49477001718626107,0.4844060471644711,0.4774456353376598,0.2473560266088485,0.5006617300293367
18,0.46598081545166586,0.49191084729985524,0.4765305735488919,0.29467803528833025,0.5077114146714086
19,0.4912061877085974,0.49865739705517587,0.4982597447133567,0.36523098764014267,0.5060554068446307
20,0.49076253976341205,0.4853778857241772,0.4975347485924485,0.40923204913871514,0.5057561134989902
21,0.49259263919200375,0.49283770434807367,0.501497871635787,0.45883588242164813,0.504674922021864
22,0.48106960193912396,0.4953254985619048,0.5026459936838932,0.5087985875566717,0.5038685780423806
23,0.43927857922030167,0.4961785052727169,0.5076776716567176,0.504373274703014,0.4950463409750706
24,0.43686945735824884,0.49490862018447257,0.5040087548805718,0.5176426155130001,0.49063078990113435
25,0.4323027494995091,0.5086437029360643,0.49398130327263473,0.4966329680893558,0.47422920865791385
26,0.45042550095947537,0.507291589055043,0.4953138146347449,0.47990389738989786,0.49443230677881556
27,0.4994656873770584,0.5156944390836107,0.4916765698904532,0.479192048898457,0.5084517689836615
28,0.5083513931404717,0.49183957834233716,0.48984485932282895,0.49101495126263467,0.515369088569531
29,0.5023974320498847,0.5155541855100668,0.4964369892560428,0.5109513527888173,0.5082389437472365
30,0.5033508386849531,0.4929849098653367,0.5049650676168558,0.5017421124448164,0.5045083858717049
31,0.476074069907603,0.4985013284954518,0.49204661301180613,0.504395666706715,0.4879732798124553
32,0.4695909223452976,0.4849335751420066,0.497892656599832,0.5010961209650815,0.4791672177244851
33,0.49855487014724587,0.4844852727186465,0.4963350937414676,0.4967161031242893,0.4907913327276215
34,0.5099833345870901,0.5087234633100541,0.4921520881230181,0.4915395668609639,0.49090760176090964
35,0.492066952249082,0.5084507985697936,0.4994847630676411,0.4985500545418131,0.4941276626687878
36,0.5047758146446915,0.5091617256887542,0.4944137324774782,0.5067336809174686,0.49124962095779984
37,0.4898445076524405,0.5001823293615357,0.4967034367097714,0.5090431609611257,0.5003555648418428
38,0.4965164071824636,0.510272426537494,0.4861092639722198,0.5070104167807485,0.5041936745600979
39,0.4993328882164548,0.4932515872478986,0.4974853016383199,0.5087250355261336,0.49112129460590775
40,0.49910939722604364,0.4918975756408574,0.5092776428492126,0.49879980826058923,0.49509601971738887
41,0.4959912810540059,0.47506101664418443,0.502621567555524,0.4920331791225181,0.4816263966537815
42,0.5048866270061926,0.473878552153459,0.5048961157670743,0.4899727238392063,0.5030014162054183
43,0.5063196233707644,0.4931356714549969,0.5061249555247915,0.49555983252944763,0.5048557508784166
44,0.5043715177746221,0.4890972457155978,0.48475026520989384,0.4993323736505893,0.5033564906147285
45,0.48795969789576055,0.5025003473249744,0.4901465892800796,0.4994830210575369,0.48791201826597164
46,0.5054283995215212,0.49810209218213025,0.4989085619780675,0.5027708897026151,0.4974251641077603
47,0.4936880529676267,0.4890526823073506,0.5129168361843054,0.5013906044939938,0.49339677238793433
48,0.49805927461364646,0.49064815630096204,0.5047437882582549,0.5063373274769396,0.49720405506656296
49,0.4966037473342815,0.4907220423539443,0.49944723423864684,0.5033286863643548,0.47980529331799804
50,0.5028271058524328,[],0.4937397587957646,0.4979697761910887,0.4986837501143802
51,0.49695848920625046,[],0.4936913249628497,0.4888962058022673,0.4835306107535324
52,0.5023052566059271,[],0.490676782626453,0.49212347351076996,0.494915910943922
53,0.4877026714936852,[],0.4882946480726097,0.4896982788124676,0.5071370523362895
54,0.5031474153196239,[],0.49548199602295495,0.49294834499426937,0.5081604074382597
55,0.4907480369122492,[],0.48563267940812993,0.4910012704267667,0.49510674594527376
56,0.4956078156232241,[],0.48678416581958855,0.49561514382779964,0.4990789790822596
57,0.4896822610520577,[],[],0.493024296893982,0.47761803760382293
58,0.4964507116431313,[],[],0.4858662663637252,0.49237545024324236
59,0.48190770902296226,[],[],0.4880175635852964,0.49007880255372865
60,0.4989759412207286,[],[],0.49270627243670406,0.49210182415231424
61,0.5075760889448466,[],[],0.5092239378810319,0.4924739887465169
62,0.5195014019989609,[],[],0.5030958649695727,0.49012688726540854
63,0.4892660781923417,[],[],0.4890832439566886,0.4924101338331164
64,0.5024058541712253,[],[],0.49752646100025893,0.49003828848019565
65,0.49053566505528773,[],[],0.4975774231179538,[]
66,0.49206456400912035,[],[],0.4993232816093374,[]
67,0.4915081345568868,[],[],0.49997534269692584,[]
68,0.4901621999925354,[],[],0.5035681571457462,[]
69,0.4926434766025619,[],[],0.49656636123541725,[]
70,0.4894957089737202,[],[],0.49194469784427447,[]
71,[],[],[],0.492117912667042,[]
72,[],[],[],0.4893822282828283,[]
73,[],[],[],0.4918593759629128,[]
74,[],[],[],0.4795496233261066,[]
75,[],[],[],0.47607507333599464,[]
76,[],[],[],0.4925310936751397,[]
77,[],[],[],[],[]
78,[],[],[],[],[]
79,[],[],[],[],[]
80,[],[],[],[],[]
81,[],[],[],[],[]
82,[],[],[],[],[]
83,[],[],[],[],[]
84,[],[],[],[],[]
85,[],[],[],[],[]
86,[],[],[],[],[]
87,[],[],[],[],[]
88,[],[],[],[],[]
89,[],[],[],[],[]
90,[],[],[],[],[]
91,[],[],[],[],[]
92,[],[],[],[],[]
93,[],[],[],[],[]
94,[],[],[],[],[]
95,[],[],[],[],[]
96,[],[],[],[],[]
97,[],[],[],[],[]
98,[],[],[],[],[]
99,[],[],[],[],[]
100,[],[],[],[],[]
101,[],[],[],[],[]
102,[],[],[],[],[]
103,[],[],[],[],[]
